uniprot,proteinName,mars14,QuantMethod,abundance,Rank,ppm
P05067,Amyloid-beta precursor protein,0,nativeReconstituted,2157472.25,446,4.97670968481679
P20774,Mimecan,0,nativeReconstituted,2157213,447,4.97611166461709
O95445,Apolipoprotein M,0,nativeReconstituted,2133302.25,448,4.92095597902428
Q9NZ08,Endoplasmic reticulum aminopeptidase 1,0,nativeReconstituted,2119998,449,4.89026664347235
Q12907,Vesicular integral-membrane protein VIP36,0,nativeReconstituted,2103265,450,4.85166810151843
P05164,Myeloperoxidase,0,nativeReconstituted,2090606.25,451,4.82246776129497
P13716,Delta-aminolevulinic acid dehydratase,0,nativeReconstituted,2080907.5,452,4.80009534697742
Q9HDC9,Adipocyte plasma membrane-associated protein,0,nativeReconstituted,2046427.625,453,4.72055952544193
P04259,"Keratin, type II cytoskeletal 6B",0,nativeReconstituted,2029882.125,454,4.68239349568644
Q13291,Signaling lymphocytic activation molecule,0,nativeReconstituted,2012845.375,455,4.64309428397106
Q9UJJ9,N-acetylglucosamine-1-phosphotransferase subunit gamma,0,nativeReconstituted,2011653.75,456,4.6403455247793
P35527,"Keratin, type I cytoskeletal 9",0,nativeReconstituted,2011460.875,457,4.63990061389784
P62258,14-3-3 protein epsilon,0,nativeReconstituted,2004039.125,458,4.62278062771805
Q9UEW3,Macrophage receptor MARCO,0,nativeReconstituted,2002584.625,459,4.61942548642408
Q16394,Exostosin-1,0,nativeReconstituted,2002417.625,460,4.61904026222601
P04066,Tissue alpha-L-fucosidase,0,nativeReconstituted,1977673.5,461,4.56196220408189
P17987,T-complex protein 1 subunit alpha,0,nativeReconstituted,1968072.75,462,4.53981584947339
P00352,Aldehyde dehydrogenase 1A1,0,nativeReconstituted,1956719.875,463,4.51362781254128
P49641,Alpha-mannosidase 2x,0,nativeReconstituted,1951170.0625,464,4.50082588397989
P05019,Insulin-like growth factor I,0,nativeReconstituted,1933324,465,4.45965980544535
Q12841,Follistatin-related protein 1,0,nativeReconstituted,1930335,466,4.45276498431942
Q9P232,Contactin-3,0,nativeReconstituted,1929386.625,467,4.45057733761975
Q10713,Mitochondrial-processing peptidase subunit alpha,0,nativeReconstituted,1921303.625,468,4.43193202508682
Q6UX06,Olfactomedin-4,0,nativeReconstituted,1913445.875,469,4.41380630387494
P54868,"Hydroxymethylglutaryl-CoA synthase, mitochondrial",0,nativeReconstituted,1910705.875,470,4.40748585894852
Q5T3F8,CSC1-like protein 2,0,nativeReconstituted,1891943.5625,471,4.36420623747097
Q93063,Exostosin-2,0,nativeReconstituted,1888090.25,472,4.355317679281
Q13418,Integrin-linked protein kinase,0,nativeReconstituted,1887847.875,473,4.35475858517916
P06732,Creatine kinase M-type,0,nativeReconstituted,1883697.625,474,4.34518507183761
Q9HCL0,Protocadherin-18,0,nativeReconstituted,1882374,475,4.34213182405814
P98088,Mucin-5AC,0,nativeReconstituted,1880233.375,476,4.33719397645938
Q5SRI9,"Glycoprotein endo-alpha-1,2-mannosidase",0,nativeReconstituted,1874623.35009766,477,4.32425315403927
Q9NY15,Stabilin-1,0,nativeReconstituted,1857634.375,478,4.28506414620679
Q9H2M3,S-methylmethionine--homocysteine S-methyltransferase BHMT2,0,nativeReconstituted,1857172,479,4.28399757112546
P00533,Epidermal growth factor receptor,0,nativeReconstituted,1838822.625,480,4.24167048567959
Q86Y82,Syntaxin-12,0,nativeReconstituted,1799263.875,481,4.15041906205444
Q8NBJ4,Golgi membrane protein 1,0,nativeReconstituted,1793801.5,482,4.13781882834826
P16035,Metalloproteinase inhibitor 2,0,nativeReconstituted,1791581.625,483,4.1326981722603
O14498,Immunoglobulin superfamily containing leucine-rich repeat protein,0,nativeReconstituted,1783229.75,484,4.11343263723481
Q01581,"Hydroxymethylglutaryl-CoA synthase, cytoplasmic",0,nativeReconstituted,1783087.5,485,4.11310450464694
P08238,Heat shock protein HSP 90-beta,0,nativeReconstituted,1779707.25,486,4.10530717473361
Q9Y646,Carboxypeptidase Q,0,nativeReconstituted,1774627.25,487,4.09358897757076
P17174,"Aspartate aminotransferase, cytoplasmic",0,nativeReconstituted,1757185.375,488,4.05335525116531
Q8NI99,Angiopoietin-related protein 6,0,nativeReconstituted,1756833.375,489,4.05254328159812
P27930,Interleukin-1 receptor type 2,0,nativeReconstituted,1755778.125,490,4.05010910294534
Q96S96,Phosphatidylethanolamine-binding protein 4,0,nativeReconstituted,1728454.375,491,3.9870805419752
O00151,PDZ and LIM domain protein 1,0,nativeReconstituted,1720068.125,492,3.96773571304667
Q07075,Glutamyl aminopeptidase,0,nativeReconstituted,1718112.625,493,3.9632248991585
P68363,Tubulin alpha-1B chain,0,nativeReconstituted,1714864,494,3.95573119280847
P55268,Laminin subunit beta-2,0,nativeReconstituted,1704833.25,495,3.93259294355823
P30086,Phosphatidylethanolamine-binding protein 1,0,nativeReconstituted,1685975.375,496,3.88909288503021
P62826,GTP-binding nuclear protein Ran,0,nativeReconstituted,1675178.625,497,3.86418767927865
P80748,Immunoglobulin lambda variable 3-21,0,nativeReconstituted,1654170.5,498,3.81572757085902
Q8NBS9,Thioredoxin domain-containing protein 5,0,nativeReconstituted,1653400.75,499,3.81395196411372
O43505,"Beta-1,4-glucuronyltransferase 1",0,nativeReconstituted,1644014,500,3.79229925009436
O95428,Papilin,0,nativeReconstituted,1643480,501,3.79106745535323
P35916,Vascular endothelial growth factor receptor 3,0,nativeReconstituted,1627260.375,502,3.75365313179862
Q15293,Reticulocalbin-1,0,nativeReconstituted,1624270.375,503,3.74675600394096
P01833,Polymeric immunoglobulin receptor,0,nativeReconstituted,1612164.375,504,3.71883070967847
P23435,Cerebellin-1,0,nativeReconstituted,1606336.875,505,3.70538823055121
O14607,Histone demethylase UTY,0,nativeReconstituted,1583698.625,506,3.65316786107842
P52565,Rho GDP-dissociation inhibitor 1,0,nativeReconstituted,1575975.875,507,3.63535354864941
Q9UBX1,Cathepsin F,0,nativeReconstituted,1569259.5,508,3.61986067336011
P32754,4-hydroxyphenylpyruvate dioxygenase,0,nativeReconstituted,1567776.75,509,3.61644036689491
P06310,Immunoglobulin kappa variable 2-30,0,nativeReconstituted,1554607.375,510,3.58606215178439
P10599,Thioredoxin,0,nativeReconstituted,1553289.75,511,3.58302274439528
Q14697,Neutral alpha-glucosidase AB,0,nativeReconstituted,1541164.25,512,3.55505246886416
Q04721,Neurogenic locus notch homolog protein 2,0,nativeReconstituted,1540475.875,513,3.55346457241298
Q8IZF2,Adhesion G protein-coupled receptor F5,0,nativeReconstituted,1538601.25,514,3.54914031545306
Q15942,Zyxin,0,nativeReconstituted,1527321.625,515,3.5231212466198
Q6UVK1,Chondroitin sulfate proteoglycan 4,0,nativeReconstituted,1527307.25,516,3.52308808735125
A0A0C4DH33,Immunoglobulin heavy variable 1-24,0,nativeReconstituted,1521724.375,517,3.51020989247221
P42785,Lysosomal Pro-X carboxypeptidase,0,nativeReconstituted,1505106.125,518,3.47187604798373
P55285,Cadherin-6,0,nativeReconstituted,1491517.75,519,3.44053131228045
P25786,Proteasome subunit alpha type-1,0,nativeReconstituted,1483867.375,520,3.42288394956003
P30046,D-dopachrome decarboxylase,0,nativeReconstituted,1478288,521,3.41001382824203
A0A0B4J1V6,Immunoglobulin heavy variable 3-73,0,nativeReconstituted,1453447.875,522,3.35271432385232
Q13508,Ecto-ADP-ribosyltransferase 3,0,nativeReconstituted,1446712,523,3.33717646729439
P09619,Platelet-derived growth factor receptor beta,0,nativeReconstituted,1439615.25,524,3.32080616892521
P0DOX3,Immunoglobulin delta heavy chain,0,nativeReconstituted,1437732.125,525,3.31646230474562
Q7Z7M8,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8",0,nativeReconstituted,1434266.875,526,3.30846890263567
P52790,Hexokinase-3,0,nativeReconstituted,1419685.875,527,3.27483444735389
P55072,Transitional endoplasmic reticulum ATPase,0,nativeReconstituted,1416056.75,528,3.26646302958251
O00462,Beta-mannosidase,0,nativeReconstituted,1415132.375,529,3.26433074444424
P21709,Ephrin type-A receptor 1,0,nativeReconstituted,1414469.25,530,3.26280109296912
O15031,Plexin-B2,0,nativeReconstituted,1413945.75,531,3.2615935189111
P24387,Corticotropin-releasing factor-binding protein,0,nativeReconstituted,1404350.375,532,3.23945956298562
Q8IWV2,Contactin-4,0,nativeReconstituted,1379834.875,533,3.18290888138212
O75144,ICOS ligand,0,nativeReconstituted,1378274.75,534,3.1793100915497
Q9H3H9,Transcription elongation factor A protein-like 2,0,nativeReconstituted,1372982.75,535,3.16710286726116
Q04446,"1,4-alpha-glucan-branching enzyme",0,nativeReconstituted,1368122.75,536,3.15589215107781
P68104,Elongation factor 1-alpha 1,0,nativeReconstituted,1361250.375,537,3.14003942563942
P68371,Tubulin beta-4B chain,0,nativeReconstituted,1360962.125,538,3.1393745102197
P13497,Bone morphogenetic protein 1,0,nativeReconstituted,1353007.875,539,3.12102618939636
P11362,Fibroblast growth factor receptor 1,0,nativeReconstituted,1352876.5,540,3.12072314251599
P23141,Liver carboxylesterase 1,0,nativeReconstituted,1352329.375,541,3.11946107192097
P11413,Glucose-6-phosphate 1-dehydrogenase,0,nativeReconstituted,1341347.5,542,3.09412883245882
P07858,Cathepsin B,0,nativeReconstituted,1323691.125,543,3.05340031209835
P00325,All-trans-retinol dehydrogenase [NAD(+)] ADH1B,0,nativeReconstituted,1306586.875,544,3.01394539599154
P23381,"Tryptophan--tRNA ligase, cytoplasmic",0,nativeReconstituted,1304378.625,545,3.00885155565988
P11047,Laminin subunit gamma-1,0,nativeReconstituted,1296134.625,546,2.98983485931923
P04424,Argininosuccinate lyase,0,nativeReconstituted,1295371.25,547,2.98807395798868
P02655,Apolipoprotein C-II,0,nativeReconstituted,1291352.75,548,2.97880435655189
P30044,"Peroxiredoxin-5, mitochondrial",0,nativeReconstituted,1290627,549,2.97713024600249
O75594,Peptidoglycan recognition protein 1,0,nativeReconstituted,1287781.5,550,2.97056644087909
O00602,Ficolin-1,0,nativeReconstituted,1285958.25,551,2.96636069226154
P50552,Vasodilator-stimulated phosphoprotein,0,nativeReconstituted,1272693.875,552,2.93576333763714
Q99650,Oncostatin-M-specific receptor subunit beta,0,nativeReconstituted,1266675.375,553,2.92188027275041
P63241,Eukaryotic translation initiation factor 5A-1,0,nativeReconstituted,1263810.25,554,2.91527119801691
Q9NPG4,Protocadherin-12,0,nativeReconstituted,1258759.875,555,2.90362133778141
Q99972,Myocilin,0,nativeReconstituted,1258313.5,556,2.90259167040768
Q16627,C-C motif chemokine 14,0,nativeReconstituted,1256344.625,557,2.89805000398268
Q86WI1,Fibrocystin-L,0,nativeReconstituted,1252551.125,558,2.88929941718401
Q9NTN9,Semaphorin-4G,0,nativeReconstituted,1236714.25,559,2.85276799519713
P13639,Elongation factor 2,0,nativeReconstituted,1229093,560,2.8351878160382
P24298,Alanine aminotransferase 1,0,nativeReconstituted,1227875.875,561,2.83238023518745
Q16134,"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial",0,nativeReconstituted,1222594.75,562,2.82019809660642
P26572,"Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",0,nativeReconstituted,1218296.875,563,2.81028405199396
Q03154,Aminoacylase-1,0,nativeReconstituted,1204776.375,564,2.77909588570651
Q92506,,0,nativeReconstituted,1196409.125,565,2.75979488468076
Q14517,Protocadherin Fat 1,0,nativeReconstituted,1195501.125,566,2.75770037227449
Q96RD9,Fc receptor-like protein 5,0,nativeReconstituted,1189816.125,567,2.74458660241803
Q9HBI1,Beta-parvin,0,nativeReconstituted,1189116.75,568,2.74297333191788
P61158,Actin-related protein 3,0,nativeReconstituted,1188574.5,569,2.74172250664002
Q92823,Neuronal cell adhesion molecule,0,nativeReconstituted,1179103.375,570,2.71987516213136
O60234,Glia maturation factor gamma,0,nativeReconstituted,1173026.25,571,2.70585686509726
Q99715,Collagen alpha-1(XII) chain,0,nativeReconstituted,1172164.875,572,2.70386990405766
Q8NDA2,Hemicentin-2,0,nativeReconstituted,1171841.375,573,2.70312367634463
P60842,Eukaryotic initiation factor 4A-I,0,nativeReconstituted,1171656.75,574,2.70269779599991
Q05315,Galectin-10,0,nativeReconstituted,1170992.4375,575,2.70116540528087
Q8IUL8,Cartilage intermediate layer protein 2,0,nativeReconstituted,1169589,576,2.6979280514756
O95980,Reversion-inducing cysteine-rich protein with Kazal motifs,0,nativeReconstituted,1168726.25,577,2.69593791867989
P61204,ADP-ribosylation factor 3,0,nativeReconstituted,1163394.375,578,2.68363871346381
P02538,"Keratin, type II cytoskeletal 6A",0,nativeReconstituted,1161214.75,579,2.67861090332778
Q16851,UTP--glucose-1-phosphate uridylyltransferase,0,nativeReconstituted,1159371,580,2.67435786670986
P01768,Immunoglobulin heavy variable 3-30,0,nativeReconstituted,1148886.5,581,2.65017293793942
P25789,Proteasome subunit alpha type-4,0,nativeReconstituted,1143855.75,582,2.63856834731403
P12110,Collagen alpha-2(VI) chain,0,nativeReconstituted,1141036.5,583,2.63206509389841
Q9UM47,Neurogenic locus notch homolog protein 3,0,nativeReconstituted,1137112.375,584,2.62301319026816
Q96RW7,Hemicentin-1,0,nativeReconstituted,1126461.625,585,2.59844476734844
Q86SQ4,Adhesion G-protein coupled receptor G6,0,nativeReconstituted,1123637.375,586,2.59192998027419
P46531,Neurogenic locus notch homolog protein 1,0,nativeReconstituted,1120251.5,587,2.58411967499491
P07900,Heat shock protein HSP 90-alpha,0,nativeReconstituted,1117879,588,2.57864695397742
P08319,All-trans-retinol dehydrogenase [NAD(+)] ADH4,0,nativeReconstituted,1113551,589,2.56866341907175
P11597,Cholesteryl ester transfer protein,0,nativeReconstituted,1113410.25,590,2.56833874658146
P06737,"Glycogen phosphorylase, liver form",0,nativeReconstituted,1109055.5,591,2.55829350660215
Q9HCB6,Spondin-1,0,nativeReconstituted,1106989.375,592,2.5535275105169
P08174,Complement decay-accelerating factor,0,nativeReconstituted,1102412.625,593,2.54297017609464
O75874,Isocitrate dehydrogenase [NADP] cytoplasmic,0,nativeReconstituted,1099938,594,2.53726188009974
P01742,Immunoglobulin heavy variable 1-69,0,nativeReconstituted,1096288.625,595,2.52884375101093
P11509,Cytochrome P450 2A6,0,nativeReconstituted,1094144.875,596,2.52389869487552
Q6GTS8,N-fatty-acyl-amino acid synthase/hydrolase PM20D1,0,nativeReconstituted,1090621.5,597,2.51577121398406
P07307,Asialoglycoprotein receptor 2,0,nativeReconstituted,1088427.25,598,2.51070966789654
A0A0B4J1U7,Immunoglobulin heavy variable 6-1,0,nativeReconstituted,1087752.25,599,2.50915262398219
P61981,14-3-3 protein gamma,0,nativeReconstituted,1082191.625,600,2.49632575388403
O75339,Cartilage intermediate layer protein 1,0,nativeReconstituted,1079395.125,601,2.48987497861515
Q15404,Ras suppressor protein 1,0,nativeReconstituted,1076540.5,602,2.48329012456476
Q08ET2,Sialic acid-binding Ig-like lectin 14,0,nativeReconstituted,1070170.25,603,2.46859566679377
P01137,Transforming growth factor beta-1 proprotein,0,nativeReconstituted,1049743.125,604,2.42147576950635
Q96QU8,Exportin-6,0,nativeReconstituted,1044429,605,2.40921750877839
P14598,Neutrophil cytosol factor 1,0,nativeReconstituted,1043640.9375,606,2.40739966000839
P22314,Ubiquitin-like modifier-activating enzyme 1,0,nativeReconstituted,1041351.625,607,2.40211883023627
P10645,Chromogranin-A,0,nativeReconstituted,1038708.8125,608,2.39602257079937
Q5SZK8,FRAS1-related extracellular matrix protein 2,0,nativeReconstituted,1035524.0625,609,2.38867620693827
P19367,Hexokinase-1,0,nativeReconstituted,1035235.6875,610,2.38801100317708
Q9UBG0,C-type mannose receptor 2,0,nativeReconstituted,1019640.0625,611,2.35203608021885
O15143,Actin-related protein 2/3 complex subunit 1B,0,nativeReconstituted,1010960.0625,612,2.33201364884612
Q12866,Tyrosine-protein kinase Mer,0,nativeReconstituted,1010707.9375,613,2.33143206410996
O43895,Xaa-Pro aminopeptidase 2,0,nativeReconstituted,1008281.25,614,2.32583434706712
Q9Y274,"Type 2 lactosamine alpha-2,3-sialyltransferase",0,nativeReconstituted,1005608.625,615,2.31966931819067
P61160,Actin-related protein 2,0,nativeReconstituted,1001190.75,616,2.30947846577122
A0A0C4DH34,Immunoglobulin heavy variable 4-28,0,nativeReconstituted,996314.25,617,2.29822968851441
Q9HBW9,Adhesion G protein-coupled receptor L4,0,nativeReconstituted,992346.28125,618,2.28907664911509
P07686,Beta-hexosaminidase subunit beta,0,nativeReconstituted,991300.875,619,2.28666517735274
P05089,Arginase-1,0,nativeReconstituted,970094.9375,620,2.23774876856376
P39748,Flap endonuclease 1,0,nativeReconstituted,969152.9375,621,2.23557582727884
P20618,Proteasome subunit beta type-1,0,nativeReconstituted,968835.875,622,2.23484444915129
P29350,Tyrosine-protein phosphatase non-receptor type 6,0,nativeReconstituted,966016.4375,623,2.22834076322347
Q86UN3,Reticulon-4 receptor-like 2,0,nativeReconstituted,960930.78125,624,2.21660951860931
O00592,Podocalyxin,0,nativeReconstituted,960816.5625,625,2.2163460465951
Q10471,Polypeptide N-acetylgalactosaminyltransferase 2,0,nativeReconstituted,959418,626,2.21311993810699
P26992,Ciliary neurotrophic factor receptor subunit alpha,0,nativeReconstituted,959404.8125,627,2.21308951808237
P12318,Low affinity immunoglobulin gamma Fc region receptor II-a,0,nativeReconstituted,957224.875,628,2.20806098709267
P09972,Fructose-bisphosphate aldolase C,0,nativeReconstituted,954446.8125,629,2.20165274218997
P0CG47,Polyubiquitin-B,0,nativeReconstituted,945722.1875,630,2.18152737291401
O75891,Cytosolic 10-formyltetrahydrofolate dehydrogenase,0,nativeReconstituted,934735.125,631,2.15618316728103
O00468,Agrin,0,nativeReconstituted,928568.125,632,2.14195755273314
P14314,Glucosidase 2 subunit beta,0,nativeReconstituted,926500.25,633,2.13718751986737
Q9ULV4,Coronin-1C,0,nativeReconstituted,923081,634,2.12930022741677
P16152,Carbonyl reductase [NADPH] 1,0,nativeReconstituted,920970.8125,635,2.12443259096489
Q9UBP4,Dickkopf-related protein 3,0,nativeReconstituted,918845.5,636,2.11953006519566
P08758,Annexin A5,0,nativeReconstituted,913367.8125,637,2.10689450965994
O14818,Proteasome subunit alpha type-7,0,nativeReconstituted,906496.5,638,2.09104423512401
Q07960,Rho GTPase-activating protein 1,0,nativeReconstituted,900420,639,2.07702737979723
Q96BN8,Ubiquitin thioesterase otulin,0,nativeReconstituted,895394.625,640,2.06543518785486
Q9BY67,Cell adhesion molecule 1,0,nativeReconstituted,883351.5,641,2.03765492934959
P69849,Nodal modulator 3,0,nativeReconstituted,883233.1875,642,2.03738201415237
P28799,Progranulin,0,nativeReconstituted,877760.1875,643,2.02475727142162
Q13449,Limbic system-associated membrane protein,0,nativeReconstituted,872712.5625,644,2.01311375469837
P28676,Grancalcin,0,nativeReconstituted,869175.25,645,2.00495412373348
P26447,Protein S100-A4,0,nativeReconstituted,868121.9375,646,2.00252441437343
P01344,Insulin-like growth factor II,0,nativeReconstituted,864520.1875,647,1.99421614338302
P00568,Adenylate kinase isoenzyme 1,0,nativeReconstituted,859620.75,648,1.98291445546726
P22626,Heterogeneous nuclear ribonucleoproteins A2/B1,0,nativeReconstituted,856972.4375,649,1.97680550900588
O60844,Zymogen granule membrane protein 16,0,nativeReconstituted,854115.65625,650,1.9702156810652
Q9HBB8,Cadherin-related family member 5,0,nativeReconstituted,852743,651,1.96704933134585
P10768,S-formylglutathione hydrolase,0,nativeReconstituted,852262.8125,652,1.96594166760567
Q6UXH9,Inactive serine protease PAMR1,0,nativeReconstituted,851130.25,653,1.9633291497564
P78324,Tyrosine-protein phosphatase non-receptor type substrate 1,0,nativeReconstituted,850325.0625,654,1.96147179820561
P80404,"4-aminobutyrate aminotransferase, mitochondrial",0,nativeReconstituted,849020.5625,655,1.95846266667038
Q9UBR2,Cathepsin Z,0,nativeReconstituted,841726.625,656,1.94163750963919
P61088,Ubiquitin-conjugating enzyme E2 N,0,nativeReconstituted,838809.6875,657,1.93490891736818
P50440,"Glycine amidinotransferase, mitochondrial",0,nativeReconstituted,834802.8125,658,1.92566613168769
O94769,Extracellular matrix protein 2,0,nativeReconstituted,827592.75,659,1.90903445177993
Q92743,Serine protease HTRA1,0,nativeReconstituted,823771.625,660,1.90022014151736
P59998,Actin-related protein 2/3 complex subunit 4,0,nativeReconstituted,820960.4375,661,1.89373548612627
Q15262,Receptor-type tyrosine-protein phosphatase kappa,0,nativeReconstituted,819856.8125,662,1.8911897193263
P32004,Neural cell adhesion molecule L1,0,nativeReconstituted,818945.0625,663,1.88908655667606
Q13867,Bleomycin hydrolase,0,nativeReconstituted,802184.6875,664,1.85042486794117
Q14847,LIM and SH3 domain protein 1,0,nativeReconstituted,797825.25,665,1.84036881515689
P19971,Thymidine phosphorylase,0,nativeReconstituted,790948.0625,666,1.82450498857208
P04211,Immunoglobulin lambda variable 7-43,0,nativeReconstituted,790009.375,667,1.822339688336
Q9Y4D7,Plexin-D1,0,nativeReconstituted,789160,668,1.8203804080771
Q9BRN9,TM2 domain-containing protein 3,0,nativeReconstituted,788355.1875,669,1.8185239215507
Q92626,Peroxidasin homolog,0,nativeReconstituted,783847.3125,670,1.808125463276
P09493,Tropomyosin alpha-1 chain,0,nativeReconstituted,779642.375,671,1.79842580054324
P19878,Neutrophil cytosol factor 2,0,nativeReconstituted,779567.9375,672,1.79825409320046
P04746,Pancreatic alpha-amylase,0,nativeReconstituted,771879.8125,673,1.78051965135743
Q9UBW5,Bridging integrator 2,0,nativeReconstituted,771473.4375,674,1.77958225325269
O75023,Leukocyte immunoglobulin-like receptor subfamily B member 5,0,nativeReconstituted,770087.5625,675,1.77638541142335
Q9UI17,"Dimethylglycine dehydrogenase, mitochondrial",0,nativeReconstituted,768101.25,676,1.77180352136389
P13611,Versican core protein,0,nativeReconstituted,766120.8125,677,1.76723518335332
O15144,Actin-related protein 2/3 complex subunit 2,0,nativeReconstituted,763099.5625,678,1.76026597012926
Q03167,Transforming growth factor beta receptor type 3,0,nativeReconstituted,760009.8125,679,1.75313874578204
P08648,Integrin alpha-5,0,nativeReconstituted,758660.6875,680,1.75002667634359
P35579,Myosin-9,0,nativeReconstituted,758024.6875,681,1.7485595949665
P39059,Collagen alpha-1(XV) chain,0,nativeReconstituted,756860.4375,682,1.74587398255571
A0A075B6K6,Immunoglobulin lambda variable 4-3,0,nativeReconstituted,752198.0625,683,1.7351191342295
P08493,Matrix Gla protein,0,nativeReconstituted,751736,684,1.73405328000183
P34897,"Serine hydroxymethyltransferase, mitochondrial",0,nativeReconstituted,750669.125,685,1.73159228559276
P00367,"Glutamate dehydrogenase 1, mitochondrial",0,nativeReconstituted,747620.6875,686,1.72456035809992
P31150,Rab GDP dissociation inhibitor alpha,0,nativeReconstituted,746870.5625,687,1.72283002096473
O95810,Caveolae-associated protein 2,0,nativeReconstituted,745784.1875,688,1.72032404528701
Q92520,Protein FAM3C,0,nativeReconstituted,744016.5625,689,1.71624660862166
P61916,NPC intracellular cholesterol transporter 2,0,nativeReconstituted,737610.53125,690,1.70146961310614
P05091,"Aldehyde dehydrogenase, mitochondrial",0,nativeReconstituted,731971.625,691,1.68846216916514
P09382,Galectin-1,0,nativeReconstituted,726486,692,1.67580830394635
O95897,Noelin-2,0,nativeReconstituted,725862,693,1.67436890334997
P10646,Tissue factor pathway inhibitor,0,nativeReconstituted,723068.6875,694,1.66792548078846
P15090,"Fatty acid-binding protein, adipocyte",0,nativeReconstituted,716943.5,695,1.65379631646083
Q7Z5N4,Protein sidekick-1,0,nativeReconstituted,716015.1875,696,1.65165494856639
P20062,Transcobalamin-2,0,nativeReconstituted,711491.8125,697,1.64122073594995
P02144,Myoglobin,0,nativeReconstituted,705344.625,698,1.62704082352437
P23467,Receptor-type tyrosine-protein phosphatase beta,0,nativeReconstituted,703708.8125,699,1.62326744293451
Q3LXA3,Triokinase/FMN cyclase,0,nativeReconstituted,698146,700,1.61043552686071
P15907,"Beta-galactoside alpha-2,6-sialyltransferase 1",0,nativeReconstituted,697778.9375,701,1.60958881214691
Q14956,Transmembrane glycoprotein NMB,0,nativeReconstituted,689159.875,702,1.58970694723866
P60900,Proteasome subunit alpha type-6,0,nativeReconstituted,688390.8125,703,1.58793292637143
P00480,"Ornithine transcarbamylase, mitochondrial",0,nativeReconstituted,686525.9375,704,1.58363116004583
P43490,Nicotinamide phosphoribosyltransferase,0,nativeReconstituted,681064.75,705,1.57103366558357
Q8N149,Leukocyte immunoglobulin-like receptor subfamily A member 2,0,nativeReconstituted,680721.375,706,1.57024159157751
Q9BTV5,Fibronectin type III and SPRY domain-containing protein 1,0,nativeReconstituted,680245.125,707,1.56914301059349
O15204,ADAM DEC1,0,nativeReconstituted,680074.6875,708,1.56874985700512
Q16822,"Phosphoenolpyruvate carboxykinase [GTP], mitochondrial",0,nativeReconstituted,678951.75,709,1.56615954144871
P01780,Immunoglobulin heavy variable 3-7,0,nativeReconstituted,678375.375,710,1.56482999895073
Q96CX2,BTB/POZ domain-containing protein KCTD12,0,nativeReconstituted,674390.4375,711,1.55563781719746
P31949,Protein S100-A11,0,nativeReconstituted,670940,712,1.54767858355118
Q9NZN3,EH domain-containing protein 3,0,nativeReconstituted,667906.125,713,1.54068024783909
P21549,Serine--pyruvate aminotransferase,0,nativeReconstituted,667583.125,714,1.53993517349192
P48059,LIM and senescent cell antigen-like-containing domain protein 1,0,nativeReconstituted,667440.625,715,1.53960646422111
Q86VP6,Cullin-associated NEDD8-dissociated protein 1,0,nativeReconstituted,666835.9375,716,1.53821161238117
P09668,Pro-cathepsin H,0,nativeReconstituted,665750.75,717,1.53570837594738
P55287,Cadherin-11,0,nativeReconstituted,665379.0625,718,1.53485099259936
P53004,Biliverdin reductase A,0,nativeReconstituted,661989.25,719,1.52703160456391
P01889,"HLA class I histocompatibility antigen, B alpha chain",0,nativeReconstituted,660698.5625,720,1.52405433476064
P62942,Peptidyl-prolyl cis-trans isomerase FKBP1A,0,nativeReconstituted,660279.5625,721,1.52308781416787
Q7Z3B1,Neuronal growth regulator 1,0,nativeReconstituted,654249.625,722,1.50917836603704
Q9Y279,V-set and immunoglobulin domain-containing protein 4,0,nativeReconstituted,653150.375,723,1.50664269118837
Q8WUM4,Programmed cell death 6-interacting protein,0,nativeReconstituted,650199.625,724,1.49983610255091
Q9GZT8,NIF3-like protein 1,0,nativeReconstituted,650186.5625,725,1.49980597086775
P07711,Procathepsin L,0,nativeReconstituted,649138.4375,726,1.49738822767852
P21399,Cytoplasmic aconitate hydratase,0,nativeReconstituted,648723.9375,727,1.49643208737852
O75369,Filamin-B,0,nativeReconstituted,648211.6875,728,1.49525046405241
P23471,Receptor-type tyrosine-protein phosphatase zeta,0,nativeReconstituted,647772.0625,729,1.49423636711782
P05186,"Alkaline phosphatase, tissue-nonspecific isozyme",0,nativeReconstituted,641727.875,730,1.4802940480599
P05451,Lithostathine-1-alpha,0,nativeReconstituted,638943.8125,731,1.47387196276685
A0A075B6J9,Immunoglobulin lambda variable 2-18,0,nativeReconstituted,630929.375,732,1.45538480552781
Q92484,Acid sphingomyelinase-like phosphodiesterase 3a,0,nativeReconstituted,629154.4375,733,1.45129050088673
Q8N3T6,Transmembrane protein 132C,0,nativeReconstituted,623562.5625,734,1.43839154542216
Q8WUA8,Tsukushi,0,nativeReconstituted,623156.4375,735,1.43745472400036
P01701,Immunoglobulin lambda variable 1-51,0,nativeReconstituted,622712.5625,736,1.43643082345594
Q13275,Semaphorin-3F,0,nativeReconstituted,620853.3125,737,1.43214203249629
Q02487,Desmocollin-2,0,nativeReconstituted,620435.6875,738,1.43117868365965
P23526,Adenosylhomocysteinase,0,nativeReconstituted,618004.375,739,1.42557029798258
