uniprot,proteinName,meanAbu,log10meanAbu,stdDev,relStdDev,Rank,conc_thpa_ugl,mars14,sepromix20
Q86TX2,Acyl-coenzyme A thioesterase 1,3613.68003540039,3.55794969636777,4619.67693485636,1.27838571472876,2392,,0,0
O60760,Hematopoietic prostaglandin D synthase,3611.40552978516,3.55767625870078,949.369695341969,0.262880944139898,2393,,0,0
Q96DN2,von Willebrand factor C and EGF domain-containing protein,3610.03170166016,3.55751101569946,1798.96938703629,0.498325093989893,2394,,0,0
P08572,Collagen alpha-2(IV) chain,3609.59273681641,3.55745820408543,1154.49354479022,0.319840388921124,2395,1.9,0,0
O43924,"Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta",3609.18012390137,3.55740855700114,3034.57470235558,0.840793365301851,2396,,0,0
P23490,Loricrin,3608.22387084961,3.55729347533842,5699.49350890294,1.57958422562093,2397,,0,0
Q14117,Dihydropyrimidinase,3604.08613891602,3.55679516222069,5119.85033761228,1.42056824955692,2398,,0,0
Q8NG11,Tetraspanin-14,3602.78080444336,3.55663784016406,5678.25938041966,1.5760768385955,2399,,0,0
Q9UKK9,ADP-sugar pyrophosphatase,3601.36130371094,3.55646669380579,782.26394475369,0.217213403150532,2400,0.66,0,0
P15586,N-acetylglucosamine-6-sulfatase,3598.234765625,3.5560894953323,1369.82105030775,0.380692517173713,2401,,0,0
Q9H6B4,CXADR-like membrane protein,3596.52431640625,3.5558830009486,1683.36085007026,0.468052125323129,2402,,0,0
P17931,Galectin-3,3596.32825317383,3.55585932489542,2839.96566772389,0.789684775080686,2403,2.3,0,0
Q96RQ3,"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial",3595.12091064453,3.55571350110074,7644.11778609731,2.12624776080949,2404,,0,0
Q99832,T-complex protein 1 subunit eta,3594.0533203125,3.55558451588529,1503.41804954382,0.418307107756849,2405,5.9,0,0
O00754,Lysosomal alpha-mannosidase,3593.09360961914,3.55546853187525,1455.17608250828,0.404992533067493,2406,3.4,0,0
Q16787,Laminin subunit alpha-3,3588.89665527344,3.55496095270753,554.483836950769,0.154499805988011,2407,,0,0
Q15121,Astrocytic phosphoprotein PEA-15,3581.12036743164,3.55401891861951,2270.57149276559,0.634039423364603,2408,0.24,0,0
Q8IWB7,WD repeat and FYVE domain-containing protein 1,3579.13677978516,3.55377829564367,3227.96683174392,0.901884177764695,2409,,0,0
Q9UIQ6,Leucyl-cystinyl aminopeptidase,3577.17138671875,3.55353974823483,886.192539446679,0.247735555175499,2410,,0,0
Q9NWZ3,Interleukin-1 receptor-associated kinase 4,3575.07111816406,3.553284685555,1989.3725822017,0.556456785459226,2411,,0,0
Q15165,Serum paraoxonase/arylesterase 2,3575.05737915039,3.55328301655624,8347.55178653382,2.33494204462744,2412,,0,0
P49441,Inositol polyphosphate 1-phosphatase,3571.34416809082,3.55283170488342,4015.56836847524,1.12438571570712,2413,,0,0
Q8WU79,Stromal membrane-associated protein 2,3570.8070892334,3.5527663883209,3375.43304160587,0.945285745562505,2414,,0,0
Q9ULB1,Neurexin-1,3569.91765136719,3.55265819819362,496.527141195128,0.139086441112996,2415,,0,0
Q9H0R4,Haloacid dehalogenase-like hydrolase domain-containing protein 2,3569.20712890625,3.55257175174687,1396.23726052068,0.391189754501175,2416,,0,0
P27695,DNA-(apurinic or apyrimidinic site) endonuclease,3566.18163452149,3.55220345910336,3357.07470464034,0.941363914878328,2417,0.098,0,0
P52594,Arf-GAP domain and FG repeat-containing protein 1,3563.57573852539,3.55188599351717,3533.00663687053,0.99142178982633,2418,,0,0
Q13976,cGMP-dependent protein kinase 1,3562.61989746094,3.55176948913712,1228.11618543013,0.344722766047931,2419,0.033,0,0
Q96QA5,Gasdermin-A,3561.64273071289,3.55165035312224,6503.72637353815,1.82604681751344,2420,,0,0
P54296,Myomesin-2,3559.09689941406,3.55133981219827,4877.8537214077,1.37053130590818,2421,,0,0
Q9NYQ6,Cadherin EGF LAG seven-pass G-type receptor 1,3557.52446289063,3.55114789514055,972.498468379955,0.273363817599658,2422,,0,0
Q14353,Guanidinoacetate N-methyltransferase,3551.87562255859,3.55045774951022,3367.73452050782,0.948156658166389,2423,0.038,0,0
P0C7U0,Protein ELFN1,3551.33820800781,3.55039203385533,3758.29013629489,1.05827435072797,2424,,0,0
Q9Y237,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4,3550.573828125,3.55029854749144,2636.98496260135,0.742692615405747,2425,,0,0
P47989,Xanthine dehydrogenase/oxidase,3548.83439941406,3.55008573417469,4997.3624702345,1.40817009411868,2426,,0,0
O95433,Activator of 90 kDa heat shock protein ATPase homolog 1,3545.46922607422,3.54967372014233,1046.2799156789,0.295103369670878,2427,0.028,0,0
Q9C0C4,Semaphorin-4C,3545.2458984375,3.54964636325135,731.15168484966,0.206234406807128,2428,,0,0
O14950,Myosin regulatory light chain 12B,3543.73272705078,3.5494609593933,2294.15215785801,0.647382953106421,2429.5,,0,0
P19105,Myosin regulatory light chain 12A,3543.73272705078,3.5494609593933,2294.15215785801,0.647382953106421,2429.5,,0,0
Q7LDG7,RAS guanyl-releasing protein 2,3542.48061523438,3.54930748242838,1177.82379145092,0.332485599606588,2431,1.9,0,0
Q6P9A2,Polypeptide N-acetylgalactosaminyltransferase 18,3542.44333496094,3.54930291198637,842.935484764132,0.237953131513796,2432,,0,0
Q7Z4H3,5'-deoxynucleotidase HDDC2,3542.11024780274,3.54926207443374,2834.35317973185,0.800187735966173,2433,,0,0
Q9H0E2,Toll-interacting protein,3539.25476684571,3.54891182566462,2117.77700586508,0.598368059203749,2434,0.034,0,0
O43280,Trehalase,3538.30356445313,3.54879508993927,2342.84246180422,0.662137213251324,2435,,0,0
Q969P0,Immunoglobulin superfamily member 8,3537.56123657227,3.54870396640521,3903.05192893175,1.1033171351441,2436,,0,0
Q9Y230,RuvB-like 2,3534.90516967774,3.54837776754223,1754.78100376361,0.496415298157372,2437,,0,0
Q9UK45,U6 snRNA-associated Sm-like protein LSm7,3533.60629272461,3.54821815965229,2586.28221719179,0.731910123240589,2438,,0,0
P04085,Platelet-derived growth factor subunit A,3532.33444213867,3.54806181594153,3309.8001846204,0.937000796169364,2439,,0,0
Q30154,"HLA class II histocompatibility antigen, DR beta 5 chain",3531.19474487305,3.54792166950065,2906.29929860481,0.823035688650271,2440,,0,0
O60506,Heterogeneous nuclear ribonucleoprotein Q,3529.47238769531,3.54770978860641,1664.67228597242,0.47164904640589,2441,0.077,0,0
Q9BRP8,Partner of Y14 and mago,3529.13574829102,3.5476683638289,2178.52024893207,0.617295679257172,2442,,0,0
P31323,cAMP-dependent protein kinase type II-beta regulatory subunit,3528.59786987305,3.54760216761296,2696.54567214956,0.764197500421486,2443,,0,0
Q9UKY7,Protein CDV3 homolog,3528.27099609375,3.54756193461971,819.907141356884,0.232382133420201,2444,0.22,0,0
Q08209,Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform,3528.02606201172,3.54753178466445,2019.9834649472,0.572553441908357,2445,0.035,0,0
Q9UHV9,Prefoldin subunit 2,3526.81912231445,3.54738318685913,1070.93921959957,0.303655839003384,2446,0.06,0,0
Q16719,Kynureninase,3525.54438476563,3.54722618658857,4770.6822958604,1.3531760701908,2447,0.36,0,0
Q9H098,Protein FAM107B,3523.8514831543,3.5470175962764,3223.42282750039,0.914744234514394,2448,,0,0
Q7Z5R6,Amyloid beta A4 precursor protein-binding family B member 1-interacting protein,3523.67893676758,3.54699633040335,3413.99605679047,0.968872623770393,2449,,0,0
P07988,Pulmonary surfactant-associated protein B,3520.59651489258,3.5466162547218,4237.1853474212,1.20354187976309,2450,71,0,0
O00339,Matrilin-2,3519.26796875,3.5464523367183,517.088713679939,0.146930758973606,2451,,0,0
P55010,Eukaryotic translation initiation factor 5,3514.29426879883,3.54583812425226,1869.46551488028,0.531960436972528,2452,,0,0
O43451,"Maltase-glucoamylase, intestinal",3512.42603759766,3.5456071879163,3057.84196326176,0.870578321231553,2453,0.068,0,0
P26373,60S ribosomal protein L13,3510.25502929688,3.54533867025296,7262.80316570986,2.06902436008037,2454,0.053,0,0
P55160,Nck-associated protein 1-like,3510.00166015625,3.54530732187794,1359.46435805366,0.387311599731022,2455,0.052,0,0
Q9BW83,Intraflagellar transport protein 27 homolog,3505.60897216797,3.54476347174049,4114.41885754057,1.17366736855311,2456,,0,0
O43175,D-3-phosphoglycerate dehydrogenase,3504.6664855957,3.54464669552463,4334.75317800453,1.23685183620767,2457,9,0,0
P08069,Insulin-like growth factor 1 receptor,3502.69938964844,3.54440286668711,2034.56069413775,0.580855068565265,2458,0.036,0,0
P13762,"HLA class II histocompatibility antigen, DR beta 4 chain",3502.33857421875,3.54435812741488,3452.32549408925,0.9857200898572,2459,,0,0
O75309,Cadherin-16,3500.48902587891,3.54412872046598,1357.44080736866,0.387786048558697,2460,,0,0
Q9UNA0,A disintegrin and metalloproteinase with thrombospondin motifs 5,3496.32923583985,3.54361232172441,1054.53534598952,0.301612140864707,2461,,0,0
Q5JSP0,"FYVE, RhoGEF and PH domain-containing protein 3",3495.49537963867,3.54350873241303,3013.05050857837,0.861980973034451,2462,,0,0
P22748,Carbonic anhydrase 4,3488.17894897461,3.54259875681061,1745.00884555457,0.500263567632486,2463,,0,0
Q99611,"Selenide, water dikinase 2",3484.42326049805,3.54213090423854,4964.56485953808,1.42478811797062,2464,,0,0
Q7Z422,SUZ domain-containing protein 1,3481.35510253906,3.54174832411959,4496.0475998678,1.29146480822617,2465,,0,0
P17181,Interferon alpha/beta receptor 1,3476.04207763672,3.54108502496156,1238.16413383091,0.356199409033825,2466,0.1,0,0
A0A0B4J1U3,Immunoglobulin lambda variable 1-36,3475.51010131836,3.54101855509294,3068.39927452868,0.882862999985167,2467,,0,0
Q6WRI0,Immunoglobulin superfamily member 10,3474.35234985352,3.5408738601207,3074.87846210979,0.885022056625727,2468,,0,0
Q6NTF7,DNA dC->dU-editing enzyme APOBEC-3H,3470.56943359375,3.5404007374936,2651.75420378753,0.764068909879626,2469,,0,0
Q5JS37,NHL repeat-containing protein 3,3467.54228515625,3.54002176580821,794.817134559518,0.229216277466016,2470,,0,0
Q15642,Cdc42-interacting protein 4,3464.27462158203,3.53961231230324,1500.28122465283,0.433072255676918,2471,0.015,0,0
Q9P2T1,GMP reductase 2,3462.83612670899,3.53943193973024,2145.40754119519,0.619552142432494,2472,0.16,0,0
Q96I99,"Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial",3462.77501220703,3.53942427493635,5145.28434921685,1.4858846823945,2473,0.29,0,0
Q13576,Ras GTPase-activating-like protein IQGAP2,3462.65830078125,3.53940963697049,2717.57965838284,0.784824670043155,2474,8.4,0,0
P62081,40S ribosomal protein S7,3459.29912719727,3.53898811728303,3404.78972462647,0.984242645528326,2475,,0,0
P00813,Adenosine deaminase,3458.00928955078,3.53882615562247,794.249313847157,0.229683973448878,2476,0.65,0,0
O75822,Eukaryotic translation initiation factor 3 subunit J,3456.70757446289,3.53866264128125,1713.17841332638,0.495609876283092,2477,0.0086,0,0
Q9UHY7,Enolase-phosphatase E1,3454.37518310547,3.53836950494642,1810.6801515523,0.524170090269264,2478,,0,0
Q6FI81,Anamorsin,3453.20030517578,3.5382217706198,1526.49988511469,0.442053674913302,2479,,0,0
Q96FV2,Secernin-2,3451.93255615235,3.53806230188181,2660.56596226471,0.770746797333224,2480,,0,0
O60547,"GDP-mannose 4,6 dehydratase",3451.22751464844,3.53797359015194,1400.2923838128,0.405737488435456,2481,,0,0
A8K7I4,Calcium-activated chloride channel regulator 1,3446.09745483399,3.53732755503255,5524.04543432374,1.60298584318181,2482,,0,0
P21912,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial",3445.67352905274,3.53727412649344,6490.78445416306,1.88374911303552,2483,,0,0
Q13291,Signaling lymphocytic activation molecule,3443.04937133789,3.53694325028117,1848.82151932723,0.536972119748844,2484,,0,0
O00160,Unconventional myosin-If,3442.80061035157,3.53691187128685,1197.90873177382,0.347946008889399,2485,0.0088,0,0
Q96MU8,Kremen protein 1,3441.89583740235,3.53679772307292,1050.11060456559,0.30509656717506,2486,,0,0
P63010,AP-2 complex subunit beta,3440.27041015625,3.53659258007828,992.178426943692,0.288401290786508,2487,,0,0
Q6UWW8,Carboxylesterase 3,3434.50736694336,3.53586445226564,1591.83133785767,0.463481707210419,2488,,0,0
P22531,Small proline-rich protein 2E,3433.66745605469,3.53575823229441,5527.60297343649,1.60982478477626,2491.5,,0,0
P22532,Small proline-rich protein 2D,3433.66745605469,3.53575823229441,5527.60297343649,1.60982478477626,2491.5,,0,0
P35325,Small proline-rich protein 2B,3433.66745605469,3.53575823229441,5527.60297343649,1.60982478477626,2491.5,,0,0
P35326,Small proline-rich protein 2A,3433.66745605469,3.53575823229441,5527.60297343649,1.60982478477626,2491.5,,0,0
Q96RM1,Small proline-rich protein 2F,3433.66745605469,3.53575823229441,5527.60297343649,1.60982478477626,2491.5,,0,0
Q9BYE4,Small proline-rich protein 2G,3433.66745605469,3.53575823229441,5527.60297343649,1.60982478477626,2491.5,,0,0
Q8NBJ7,Inactive C-alpha-formylglycine-generating enzyme 2,3433.24929199219,3.53570533916878,882.736035585029,0.257113876829145,2495,0.73,0,0
P31944,Caspase-14,3432.83115844727,3.53565244346131,5726.90392772961,1.66827427956579,2496,2.2,0,0
Q93008,Probable ubiquitin carboxyl-terminal hydrolase FAF-X,3432.24146728516,3.53557783401949,917.588033034379,0.267343670828666,2497,,0,0
P51570,Galactokinase,3431.10364990234,3.53543383781738,3739.27975552158,1.0898183608146,2498,0.0086,0,0
Q14696,LRP chaperone MESD,3430.6107788086,3.53537144781299,1651.93813020039,0.481528869554269,2499,,0,0
Q9UEW8,STE20/SPS1-related proline-alanine-rich protein kinase,3430.13712158203,3.53531148154601,3429.01677038444,0.999673380055117,2500,,0,0
Q8TD55,Pleckstrin homology domain-containing family O member 2,3427.04486083984,3.53491978948609,1937.26809564192,0.565288221866801,2501,,0,0
Q09028,Histone-binding protein RBBP4,3426.17684326172,3.53480977546271,4574.0928574548,1.3350428383318,2502.5,0.027,0,0
Q16576,Histone-binding protein RBBP7,3426.17684326172,3.53480977546271,4574.0928574548,1.3350428383318,2502.5,,0,0
P09529,Inhibin beta B chain,3426.01179199219,3.53478885343052,540.184243535927,0.157671449000418,2504,,0,0
P29466,Caspase-1,3425.99927978516,3.53478726733195,2961.83748599627,0.864517836729377,2505,,0,0
Q9H6Z4,Ran-binding protein 3,3425.88020629883,3.53477217279967,3655.8641307985,1.0671313387073,2506,,0,0
O60613,Selenoprotein F,3422.64546508789,3.53436191505072,1205.96419110808,0.352348557105698,2507,,0,0
P11498,"Pyruvate carboxylase, mitochondrial",3421.2103515625,3.53417977740469,6325.42348273879,1.84888470241238,2508,0.096,0,0
P16401,Histone H1.5,3420.06798706055,3.53403473942215,1478.61709376767,0.432335584953824,2509,0.51,0,0
A0A075B6R9,Probable non-functional immunoglobulin kappa variable 2D-24,3419.08511962891,3.53390991288346,3911.78478349662,1.14410277797389,2510.5,,0,0
A0A0C4DH68,Immunoglobulin kappa variable 2-24,3419.08511962891,3.53390991288346,3911.78478349662,1.14410277797389,2510.5,,0,0
O43617,Trafficking protein particle complex subunit 3,3419.07747192383,3.53390894146575,2416.83390811372,0.706867255263984,2512,,0,0
Q04695,"Keratin, type I cytoskeletal 17",3417.58243408203,3.53371899880246,4637.98968632201,1.35709665407611,2513,750,0,0
Q8N3D4,EH domain-binding protein 1-like protein 1,3416.54729614258,3.53358743715049,1678.95668844758,0.491419126655495,2514,,0,0
P52788,Spermine synthase,3413.57254028321,3.53320913628099,1503.46498578167,0.440437391629866,2515,,0,0
Q9NUY8,TBC1 domain family member 23,3411.12984619141,3.53289825133678,2756.03124890579,0.807952606079464,2516,,0,0
Q9H2E6,Semaphorin-6A,3410.68404541016,3.53284148965355,906.197737891137,0.265693839073317,2517,0.18,0,0
Q8N6M0,Deubiquitinase OTUD6B,3408.94095458985,3.53261947898838,2042.87329934705,0.599269194321626,2518,,0,0
Q53T59,HCLS1-binding protein 3,3406.58716430664,3.5323195057055,2298.55464382633,0.674738244748292,2519,,0,0
P48735,"Isocitrate dehydrogenase [NADP], mitochondrial",3404.83317871094,3.53209583832219,1996.71328884835,0.586434983462039,2520,53,0,0
Q9GZM7,Tubulointerstitial nephritis antigen-like,3400.42923583985,3.53153374145126,1225.49627204402,0.360394581697963,2521,,0,0
P05204,Non-histone chromosomal protein HMG-17,3399.76880493164,3.53144938464333,2103.62612952025,0.618755641992118,2522,,0,0
O75832,26S proteasome non-ATPase regulatory subunit 10,3398.2223022461,3.53125178579874,1184.4468163292,0.348548950298609,2523,,0,0
P62906,60S ribosomal protein L10a,3397.56041870117,3.53116718851718,2190.40952618596,0.644700684093593,2524,0.36,0,0
Q96C11,FGGY carbohydrate kinase domain-containing protein,3397.04074707031,3.53110075620817,4863.32008256591,1.43163430899678,2525,,0,0
Q9NX46,ADP-ribose glycohydrolase ARH3,3392.88133544922,3.53056867064989,1596.13914219595,0.470437655900106,2526,,0,0
A0A075B6I7,Probable non-functional immunoglobulin lambda variable 5-48,3389.96422729492,3.53019511532096,3201.18676408558,0.944312845047342,2527,,0,0
P26010,Integrin beta-7,3387.00174560547,3.52981542047298,1679.22645641198,0.495785530252744,2528,0.042,0,0
O75558,Syntaxin-11,3386.74315795899,3.52978226209763,2568.24298604622,0.758322336906694,2529,,0,0
O00410,Importin-5,3386.41862792969,3.52974064442911,1467.63953247292,0.433389871047977,2530,0.092,0,0
Q9HB71,Calcyclin-binding protein,3386.04873046875,3.52969320398597,1825.71732058442,0.539188141079019,2531,0.36,0,0
O43639,Cytoplasmic protein NCK2,3383.70043334961,3.52939190699639,1884.35546567242,0.556891930237173,2532,0.064,0,0
A0A0C4DH39,Immunoglobulin heavy variable 1-58,3383.03677978516,3.52930671938742,3708.3109145159,1.09614856589038,2533,,0,0
P32189,Glycerol kinase,3382.1146850586,3.52918833012264,1356.45914650964,0.401068347120861,2534,,0,0
Q9UNS2,COP9 signalosome complex subunit 3,3381.89907226563,3.52916064258397,898.329123385319,0.265628602211214,2535,,0,0
Q13835,Plakophilin-1,3380.11741333008,3.52893178639473,5360.40387194809,1.58586321611445,2536,2.7,0,0
O14917,Protocadherin-17,3379.96770019532,3.52891255007234,715.913974515578,0.211810892297642,2537,,0,0
P56470,Galectin-4,3368.77605590821,3.52747214160863,3909.97029548898,1.16065010870391,2538,0.092,0,0
P52848,Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1,3367.88609619141,3.52735739499149,382.187496098392,0.113479935242047,2539,,0,0
Q13153,Serine/threonine-protein kinase PAK 1,3367.64353027344,3.52732611458875,1058.84912269892,0.314418409543762,2540,0.2,0,0
Q9NR99,Matrix-remodeling-associated protein 5,3367.21915283203,3.52727138302555,1406.22626407418,0.417622435680037,2541,,0,0
Q9BQT9,Calsyntenin-3,3364.1873413086,3.52688017233132,574.34338412956,0.170722770720061,2542,0.05,0,0
Q9UIJ7,"GTP:AMP phosphotransferase AK3, mitochondrial",3362.74746704102,3.52669425423448,3385.91225082673,1.00688864805126,2543,0.068,0,0
Q86VN1,Vacuolar protein-sorting-associated protein 36,3362.71823120117,3.5266904784472,2517.31935659813,0.748596576793452,2544,,0,0
Q5XPI4,E3 ubiquitin-protein ligase RNF123,3356.74541015625,3.52591840375706,519.245394224069,0.15468715400728,2545,,0,0
O75695,Protein XRP2,3356.52220458985,3.52588952454312,1909.87568317441,0.56900433447536,2546,,0,0
P23396,40S ribosomal protein S3,3355.55580444336,3.52576446573026,1326.56698632882,0.395334503026951,2547,0.43,0,0
Q96GD0,Chronophin,3354.66782836914,3.52564952377528,1006.19530579928,0.299938878386192,2548,,0,0
O14602,"Eukaryotic translation initiation factor 1A, Y-chromosomal",3352.72657470703,3.52539813680552,2488.31807108522,0.742177453376929,2549,,0,0
Q8IZP7,Heparan-sulfate 6-O-sulfotransferase 3,3352.57243652344,3.52537817010084,2446.16306672363,0.729637647817764,2550,,0,0
Q68BL7,Olfactomedin-like protein 2A,3350.76080322266,3.52514342647799,809.542317729735,0.241599554629845,2551,,0,0
P18621,60S ribosomal protein L17,3349.70286254883,3.52500628438647,2451.53517797392,0.731866460569735,2552,0.028,0,0
P51153,Ras-related protein Rab-13,3347.68645324707,3.52474477488831,2063.94492089684,0.616528742975595,2553,,0,0
P62917,60S ribosomal protein L8,3346.04089965821,3.5245312451701,1516.5510602713,0.453237454576904,2554,240,0,0
Q9HCK4,Roundabout homolog 2,3345.44609375,3.52445403634502,780.27900218501,0.233236160535582,2555,0.66,0,0
Q7L5N1,COP9 signalosome complex subunit 6,3344.81336669922,3.5243718900937,943.304608807071,0.28202010258586,2556,,0,0
Q6P4A8,Phospholipase B-like 1,3344.24327392578,3.52429786227196,4015.02958752814,1.20057940127511,2557,,0,0
Q96GP6,Scavenger receptor class F member 2,3343.93063964844,3.52425726065384,482.43119243679,0.144270693511606,2558,,0,0
Q86SJ2,Amphoterin-induced protein 2,3341.86573486328,3.52398899738881,566.628649908082,0.16955458263833,2559,,0,0
Q14012,Calcium/calmodulin-dependent protein kinase type 1,3338.18894042969,3.5235109139681,1948.76961726902,0.583780502555429,2560,0.55,0,0
P19013,"Keratin, type II cytoskeletal 4",3337.22369995117,3.52338531915051,1503.02068325875,0.450380561327291,2561,540,0,0
Q9NPF2,Carbohydrate sulfotransferase 11,3336.26613769532,3.52326068750597,1188.39632371422,0.356205492807345,2562,,0,0
Q9UM22,Mammalian ependymin-related protein 1,3334.90820922852,3.52308388479705,1263.97631884363,0.379013825731663,2563,,0,0
Q9BYC5,"Alpha-(1,6)-fucosyltransferase",3332.60711059571,3.52278411661346,3202.99544329308,0.961108026538581,2564,,0,0
P49840,Glycogen synthase kinase-3 alpha,3325.67396240235,3.52187967023824,2331.27834879165,0.700994257148293,2565,,0,0
P29122,Proprotein convertase subtilisin/kexin type 6,3325.28912353516,3.52182941183372,736.549386875321,0.221499352240471,2566,,0,0
P50238,Cysteine-rich protein 1,3323.61817626953,3.52161112538165,1227.78699766232,0.369412770223927,2567,,0,0
P16435,NADPH--cytochrome P450 reductase,3322.32229003906,3.52144175996255,4370.7093223407,1.31555849817608,2568,,0,0
Q12982,BCL2/adenovirus E1B 19 kDa protein-interacting protein 2,3319.53049316406,3.52107666242474,1271.63977858724,0.383078203741745,2569,,0,0
Q9UPZ6,Thrombospondin type-1 domain-containing protein 7A,3316.50826416016,3.52068108382185,861.324659388576,0.259708280753128,2570,,0,0
Q13287,N-myc-interactor,3316.50267944336,3.5206803525064,1228.82439025785,0.370518135828582,2571,,0,0
P35232,Prohibitin,3314.58675842285,3.52042939104436,7227.37613845306,2.18047577728573,2572,3.8,0,0
P51692,Signal transducer and activator of transcription 5B,3313.87649536133,3.52033631869329,1283.44848264558,0.3872952068196,2573,,0,0
P55957,BH3-interacting domain death agonist,3311.88060302735,3.52007467159682,1497.30918571194,0.452102405003149,2574,,0,0
Q7KYR7,Butyrophilin subfamily 2 member A1,3310.31930541992,3.51986988679496,1490.21094552709,0.45017136053528,2575,,0,0
O14980,Exportin-1,3307.69508666992,3.51952546814772,1562.74690300767,0.472457969087167,2576,0.17,0,0
Q15274,Nicotinate-nucleotide pyrophosphorylase [carboxylating],3307.47783203125,3.51949694206324,3847.52851160543,1.16328172311363,2577,0.23,0,0
P01040,Cystatin-A,3305.52056884766,3.51923986393512,6142.96967325455,1.85839704981659,2578,39,0,0
Q9H251,Cadherin-23,3304.98122558594,3.51916899675734,594.844254510459,0.179984155403182,2579,,0,0
P23919,Thymidylate kinase,3304.82939453125,3.519149044782,1193.4492034043,0.36112278757239,2580,,0,0
P01589,Interleukin-2 receptor subunit alpha,3304.64420776367,3.51912470832311,2235.60023930515,0.676502551788481,2581,0.11,0,0
Q14644,Ras GTPase-activating protein 3,3303.75216674805,3.51900746096955,1515.02223102252,0.458576235309378,2582,8.1,0,0
Q9Y303,N-acetylglucosamine-6-phosphate deacetylase,3301.36350097657,3.51869334552902,806.917366185673,0.244419424261213,2583,,0,0
Q5T0N5,Formin-binding protein 1-like,3298.66337890625,3.51833799904259,4060.05943178556,1.23081956702468,2584,,0,0
Q9Y259,Choline/ethanolamine kinase,3295.41311645508,3.517909865956,2741.84084054602,0.832017335506467,2585,,0,0
P61081,NEDD8-conjugating enzyme Ubc12,3295.14263916016,3.51787421894804,1443.95796213735,0.438208029290462,2586,,0,0
O94910,Adhesion G protein-coupled receptor L1,3293.36369628906,3.51763969383659,1378.23569399255,0.418488761367454,2587,,0,0
Q9HA64,Ketosamine-3-kinase,3292.64909667969,3.51754544966243,1892.80332084123,0.574857285202342,2588,0.014,0,0
Q9NP79,Vacuolar protein sorting-associated protein VTA1 homolog,3287.92303466797,3.51692164280651,2293.75681365378,0.697630932801143,2589,0.022,0,0
Q99685,Monoglyceride lipase,3287.83864746094,3.51691049614393,1939.11030859122,0.589782685986952,2590,,0,0
Q9Y662,Heparan sulfate glucosamine 3-O-sulfotransferase 3B1,3287.78270263672,3.51690310626329,1434.0603437779,0.436178565763431,2591.5,,0,0
Q9Y663,Heparan sulfate glucosamine 3-O-sulfotransferase 3A1,3287.78270263672,3.51690310626329,1434.0603437779,0.436178565763431,2591.5,,0,0
Q9NRW7,Vacuolar protein sorting-associated protein 45,3287.69958496094,3.51689212682593,641.901544074209,0.195243369257485,2593,,0,0
Q02742,"Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase",3286.77451782227,3.51676991125398,1487.73623840091,0.452643231330223,2594,,0,0
Q12918,Killer cell lectin-like receptor subfamily B member 1,3283.26478881836,3.51630590913368,1797.62633710462,0.547511837371966,2595,,0,0
Q8WWQ8,Stabilin-2,3283.06826171875,3.51627991269571,493.305875104026,0.150257574859491,2596,0.21,0,0
Q93009,Ubiquitin carboxyl-terminal hydrolase 7,3282.69111328125,3.5162300194614,1414.95769289953,0.431035892221121,2597,,0,0
Q9BY44,Eukaryotic translation initiation factor 2A,3279.80350952149,3.51584782624623,1642.93008602049,0.500923327038025,2598,,0,0
P49588,"Alanine--tRNA ligase, cytoplasmic",3279.69361572266,3.51583327443851,1935.57010159123,0.5901679633464,2599,0.7,0,0
Q5D862,Filaggrin-2,3277.93589477539,3.51560045600155,5263.07153655665,1.6056053887281,2600,19,0,0
P36873,Serine/threonine-protein phosphatase PP1-gamma catalytic subunit,3275.36826782227,3.51526013721069,1819.42482953346,0.555487102750484,2601,7.6,0,0
P37173,TGF-beta receptor type-2,3274.2180053711,3.51510759241791,7151.54972405124,2.18420084194751,2602,0.56,0,0
Q9P0Z9,Peroxisomal sarcosine oxidase,3274.05567016602,3.51508605963315,3662.88878103941,1.11876191184424,2603,0.39,0,0
Q9HB40,Retinoid-inducible serine carboxypeptidase,3271.53839111328,3.51475202105829,1453.94906285323,0.444423659157629,2604,,0,0
Q96BY9,Store-operated calcium entry-associated regulatory factor,3271.29699707031,3.51471997498204,1410.98728294033,0.431323503859166,2605,,0,0
P29992,Guanine nucleotide-binding protein subunit alpha-11,3271.28751831055,3.5147187165885,1257.14892680039,0.384297900983538,2606,,0,0
Q96EE4,Coiled-coil domain-containing protein 126,3266.80383911133,3.51412305729478,5692.1493618043,1.74242153558652,2607,,0,0
Q9BYF1,Angiotensin-converting enzyme 2,3258.18973999024,3.51297637175621,3981.05577321164,1.22186124532562,2608,,0,0
Q9NRS6,Sorting nexin-15,3257.81470031739,3.51292637864706,3363.98185455647,1.0325884569889,2609,,0,0
P12882,Myosin-1,3253.63819580078,3.51236925778851,4686.87456891616,1.44050268864103,2610,49,0,0
P37268,Squalene synthase,3252.79513549805,3.51225671181415,6066.1479834421,1.86490317734483,2611,,0,0
